"The time for change in Odisha has come. The people of Odisha can't afford a moment's delay. Let us all take a pledge to uproot the corrupt and inefficient BJD govt. Sharing pictures from a public meeting in Bargarh Odisha","OAG"
"Yes let's talk with the separatists. Yes let's talk with Pakistan. But this time conversation can't be on the table it has to be in a battle ground. Enough is enough. 18 CRPF personnel killed in IED blast on Srinagar-Jammu highway http://ecoti.in/giOewb via @economictimes","OAG"
"Rahul ji is constantly interacting with the youth. He is sharing his views about jobs crisis importance of skills about aspirations of youth n issues which are of real concern for them. Importantly he is open to questions and is answering them. #RahulGandhiStudentsInteraction","NAG"
"Prime Minister is politicising armed forces using them for electoral benefits. It is unfortunate that he is misguiding the first time voters. The ECI must ensure ruling party does not exploit the heroics of our soldiers for its petty gains","OAG"
"Congress focused on people of this country n their issues in its #Manifesto where as BJP highlights only PM Modi. Their promise is only Modi ji their claim is return to power of Modi ji n their vision is how to prolong the rule of Modi ji. Rest all in #BJPManifesto is fiction","CAG"
"PM Modi spent 5 years in power without facing even a single presser n today when Modi ji along with other senior party leaders presented their #Manifesto still they could not take any question from the press. Such phobia about media in the country's PM is dangerous for democracy","OAG"
"I strongly condemn the Naxal attack on BJP convoy in #Dantewada #Chhattisgarh. My thoughts and prayers are with the families of our brave security personnel and Shri Bheema Mandavi. May God give them strength during this difficult time","NAG"
"Happening Now: People shower their affection and blessings on the Congress party during Congress General Secretary @priyankagandhi ji's massive roadshow in Ghaziabad UP","NAG"
"In Siliguri (Darjeeling) to campaign for Dr Harka Bahadur Chhetri of Jan Andolan Party. His speech is in Bangla Hindi and Nepalese! This party stands for non-ethnic non-violent expression of regional aspirations of the people. Another partner for alternative politics","NAG"
"Today in Isha Vidya Rural school. Coimbatore. A must visit for teachers and administrators. A model worth replication. Of a kind which shall produce worthy human beings for humanity and nation building. Don't miss. @ishafoundation","NAG"
"Today in Pune's best known school. The Sanskriti what a joy it is to be amongst such children. Also with their teachers. They were reminded of the key role they play in cementing the basic foundation of character building @ridhimaoberoi","NAG"
"Muslim League Ka Jhanda (flag of Muslim League) Congress Ka Agenda (agenda of Congress) has been exposed once again. Congress is history sheeter criminal for communal polarization","OAG"
"Journey of Congress president Shri Rahul Gandhi from Amethi to Wayanad exposes character of Congress which carries veil of secularism and bag of communalism. Divide and rule policy has been identity of Grand Old Party","OAG"
"Despite being in power for decades Congress did nothing for poor. Congress only made mockery of poverty & poor. But PM Shri @narendramodi has worked for welfare of poor during last 5 years. Shri @narendramodi has worked with commitment to economic empowerment of the poor","OAG"
"Today addressed public meeting at Mukkam in Wayanad Kerala in favour of Shri Thushar Vellappally president of Bharath Dharma Jana Sena who is NDA candidate from Wayanad Lok Sabha seat in the upcoming Lok Sabha elections","NAG"
"Pictures from my Paidal Daura in Hakimpet Karwan. Every Paidal Daura is a reminder to me of my constituents' hopes & aspirations. And as the pictures show it's a testament to Majlis's commitment to solidarity & diversity. On April 11 vote for Kite!","NAG"
"KCR is absolutey right. No incumbent Prime Minister had such an empty campaign. He literally has no policy record on which he can seek votes all he has is more of the same: Hindu-Muslim Nehru 'main toh fakeer hoon' etc","OAG"
"Modi says Pak is counting corpses but have you counted the victims of Malegaon Mecca Masjid Samjhauta & Ajmer attacks? Each time acquittals happened because of deliberately shoddy prosecutions","OAG"
"Modi has never hidden his communalism or his lack of respect for truth or the rule of law. This brazenness is his hallmark. The only thing's that changed is that people are catching up to his dog-whistle politics","OAG"
"Modi's first term inflicted indefensible damage on people's livelihoods. It wasn't only disasters like DeMo but also brutal budget cuts in welfare. Where did Modi spend public's money? Where did he slash funding? Please watch this brief video to know more","OAG"
"It ensured construction of schools colleges & basthi dawakhanas. Majlis stood by our Hindu sisters who are victim to the cruel social evil of abandonment without divorce. Majlis contests its elections on its record of five years not the demographics of Varanasi or Wayanad","NAG"
"Khan sahab instead of electoral satte-baazi you could maybe Get to governing your country? @narendramodi where's that one guy you have who keeps shouting 'Pakistan!' all the time? Because evidently if YOU win Pakistan will burst crackers to celebrate","CAG"
"@myogiadityanath & BJP think of our defence personnel as political pawns & not as human beings who have spouses children & friends. Most importantly our security personnel serve India & Indians. Let's not insult our real Sena with cartoonish Modi Senas that have run amok in UP","OAG"
"We should involve in public awakening so that process of building a magnificent Sri Ram Mandir is begun at the earliest. At the same time we must ensure that a govt having a national viewpoint committed to building SriRamMandir comes again. -Sarsanghchalak","NAG"
"#SadhviComment | It is shocking that a woman facing charges is getting a ticket today. BJP is making a mockery of the IPS officers of the country: Abha Singh Advocate & Social Activist","OAG"
"#SadhviComment | Controversial: Sadhvi Pragya targets 26/11 martyr Hemant Karkare says he died due to her 'annihilation' curse after he questioned her in the Malegaon blasts case","OAG"
"Tune in to NaMo TV right away. Soon Shri @narendramodi will address a massive rally at Amreli Gujarat. The atmosphere is enthusiastic and exciting","NAG"
"Opposition has no vision to take the country ahead. They do not have any mission and their leaders lack vision. They only want to remove Modi and that is why day in and out they chant - 'Modi Hatao': PM @narendramodi in Bhubaneswar","OAG"
"In Yogi's Gorakhpur at the Imambada. Land on which Gorakhnath temple (Adityanath is its 'Mahant' or head-priest) stands was granted by a Muslim ruler Nawab Asaf-ud-Daula of Awadh. He granted land to this Imambada too. India is far more diverse than wht our hateful leaders project it","NAG"
"During Babri Masjid years as a child who was growing up in a small town of UP I remember Advani as a symbol of terror. His single largest contribution is that he has single-handedly communalised our influential middle class & bureaucracy. History will never forgive him for his sins","OAG"
"Terrorism is waging war against the country. Sadhvi Praygya is the prime accused in the 2008 Malegaon blasts that killed nine people. BJP inducting her as a candidate is anti-India politics. From now on the BJP does not have the locus to talk about nationalism","OAG"
"Talking about Dalits Dalit issues Dalit politics is NOT Casteism. Talking about Muslims Muslim issues Muslim politics is NOT Communalism. Discrimination/violence based on caste is casteism. Discrimination/violence based on religion is communalism. Got it ?","NAG"
"After no Press Conference no intws to real journalists in 5 yrs now apolitical 'interviews'? By denying access to PM office Modi has tried to de-recognise journalists and journalism. Besides other institutions Modi rule has seriously damaged the institution of the Press in India","OAG"
"Back to Mandir and Kashmir? Internal enemy external enemy? Manifesto shows BJP's confusion & nervousness abt going into the elections. Don't they have a single scheme in 5 yrs they wanted to carry forward? If you choose BJP you are choosing anxiety fear and resentful nationalism","OAG"
"Muslims do vote in blocks. So do Brahmins Thakurs & other caste gps. But no religious head or otherwise is 'thekedaar' of Muslim votes. They vote out of free will. Indian democracy will take a few more decades before v start voting based on performance/merits of the candidate/party","NAG"
"Eating Gobar and drinking Gau-Mutra cured her Cancer. Meet Scientist Sadhvi Pragya! How can any educated and sensible person ever vote for this bullshit?","OAG"
"How come literally every other BJP leader is such a coward? They cannot even answer simple questions. Either they get pissed off in anger or run away. Did everyone take inspiration from their dear leader? Bas Dosti Bani Rahe 4.0","OAG"
"AAP is no longer the party it was. In 2015 it won 67 seats lost badly in MCD. That is the only benchmark. Then AAP had 26% votes/Congress 22%. That way 4/3 formula is better. If AAP/Cong in its narrow mindedneas go alone they will lose all","CAG"
"@AamAadmiParty @ArvindKejriwal @RahulGandhi should stop fooling people that they want to defeat Modi/BJP/RSS. They all dont have national intertest in their heart but narrow political gains. Leaders don't want to learn from Germany","OAG"
"At a BJP rally in Kairana today it's all Pulwama & how 'ghaddars' within India should be taught a lesson. BJP MLA even calls all opposition Pakistani. No mention of Vikas Achche Din 2 crore jobs. Audience totally disconnected. Let me ask the 31% is this why you had elected Modi?","OAG"
"As the world stand in solidarity with the victims of #NewZealandTerroristAttack Indian RW is celebrating it. A country of Gandhi & Buddha that gave the gift of nonviolence to the world celebrates the massacre of the hapless. As an Indian I hang my head in shame today. Sorry World!","OAG"
"""#NewZealand PM on #christchurchshooting ""They are us. The person who has perpetuated this violence against us is not. They have no place in New Zealand."" Can we expect even half of it from PM Modi on lynchings and violence against the Indian Muslims? That Indian Muslims are 'us'?","CAG"
"Post May 2019 thinking of a scenario where Narendra Modi is sitting in opposition. Will he be able to do it gracefully ? What kind of opposition leader will he be?","CAG"
"'Injustice anywhere is threat to justice everywhere'. Sincerely thankful to Minister Sushma Swaraj for raising the issue of abduction & forced conversion of our Hindu sisters in Pakistan. Now expecting her to show the same concern and empathy for our Indian brothers in Gurugram","NAG"
"The same killing fields of Muzaffarnagar of 2013. Heard stories of healing-reconciliation taken place in the last 5 years. Back in 2014 BJP had got a massive political victory in this area but it doesn't seem to figure in main election issues now. #2019LokSabhaElections","NAG"
"What Modi rule has left us with & Y this election will decide if we will remain a democracy at all- 1-Undermining of democratic institutions 2-Concentration of power in 1 man: adhoc-illogical decisions like notebandi 3-Legitimising lies & deceit by none other than the Prime Minister","OAG"
"Will @jigneshmevani80 put up a challenge to BJP in Gujarat in #LokSabhaEections2019 ? In a few minutes from now meet this charismatic leader who mobilised Dalits against Modi in his home state and became an MLA","NAG"
"What is at stake in #LokSabhaElections2019 ? What's the legacy of 5 years of Narendra Modi rule ? Will India remain a secular democracy or not ?","NAG"
"This was a BJP rally to address Dalit voters. Most of the audience were BJP workers themselves half of them women. Some speakers started critiquing & even abusing Mayawati for 'selling' Dalit votes. A woman next to me was visibly upset & tearful. 'Can't bear this insult of Behen ji'","OAG"
"Gowher sb no problem in opposing me or @rohini_sgh. Do it by all means. But democratic societies should have ground rules on disagreements. Why should opposition to a contrarian view end up with labelling people? Rohini has been called an Islamophobe & anti-Muslim. Is this fair?","CAG"
"Totally numb after watching the video of Wing Commander Abhinandan Varthaman. I don't care how unpopular it may be to say that he is paying the price for sickening war mongering in TV studios & d ruling party wanting to win an election. I sincerely pray for his safe return 2 India","NAG"
"I pity Muslim journalists working for RepublicTV that's unapologetically anti-Muslim & anti-India. RTV is using Muslim journos to do anti-Muslim stories. Only political parallel of this I see r the Muslims associated wt 'Muslim Rashtriya Manch' of the RSS","OAG"
"While there are credible reports suggesting that Prime Minister was shooting for a PR film hours after the Pulwama incident. It has been more than a week since pulwama happened. Has Narendra Modi visited even one family of the soldiers martyred in the attack ? #WhyModi","CAG"
"'Nishan-e-Pakistan' Saudi Crown Prince Mohammad Bin Salman gets a royal welcome by Indian Prime Minister @narendramodi. Prince donated $20 billion to Pakistan a day after the pulwama attack that killed 40 Indian soldiers","CAG"
"Some people seem to think that the precise history of Indo-Muslim rule justifies hatred and discrimination against all 21st-century Indian Muslims. It does not. Nothing in history cleanses modern bigotry. History might explain the roots of modern hate. But it never justifies it","NAG"
"While Kashmiris outside Kashmir continue to suffer and Governor @tathagata2 asking for their total boycott PM Modi refuses to appeal for calm or prevent revenge attacks on them","OAG"
"10 April 2014 instruction of ECI gives exemption to PM and other SPG Protectees to use Govt vehicle nothing on exclusion from checking! By suspending IAS officer Mohammed Mohsin it's ECI who has acted contrary to their motto : Free and Fair Elections","OAG"
"India's ruling party fields a terror accused out on bail against a mainstream politician. Lazy/crony media: 'fierce fight between Sadhvi Praggya vs Digvijiya Singh etc","OAG"
"Why is the Pradhan Sevak above everyone else @ECISVEEP? Shame on you! #JustIn | Election Commission of India suspends official for checking PM's helicopter in Sambalpur #Odisha","OAG"
"Union Minister Manoj Sinha threatens detractors in Ghazipur says anyone who points a finger towards his workers & eyes that look menacingly ""will not exist!"" ""Detractors will be taken care of in 4 hours.""","OAG"
"I landed in Wire because I didn't want to stop doing the stories I did during UPA- which is questioning the government of the day. It would have been easy for me to become a media Panna pramukh given the access I had with the BJP. I chose not to","CAG"
"Elections are some 20 days away but @INCIndia is yet to even announce its alliance in Bihar. If only clever memes won seats","CAG"
"Begusarai is brimming with anticipation. After decades people are looking forward to have a representative who can dare to speak against injustice. #Kanhaiya4Begusarai","NAG"
"After the rigging of 1987 Assembly Election in Kashmir voters in Kashmir lost whatever faith they had on elections and the electoral process. One must credit BJP for eroding the faith of voters across India from the electoral process. MCC being violated everywhere. Very sad!","OAG"
"Visited Dal Lake area today and took note of people's issues along with a team of young volunteers from JKPM. It's heartbreaking to see people struggling for even basics in Kashmir. Denial of basic facilities is violative of people's dignity. We need new thinking on urban issues","NAG"
"A 5-member team sent today to study ""Delhi Model"" of Govt schools. District Adm Srinagar will be taking 20 schools as pilot project. Focus on Prime / Secondary Schools. Ideas suggestions & contributions are welcome. We will be taking off this month","NAG"
"Dr. Shah Faesal talks about the ridiculous highway ban that'll be imposed 2 days every week. As @sofireyaz said these look like deliberate attempts to alienate Kashmiris so as to ensure a poll boycott that will benefit the centre's representatives","CAG"
"Any one who's from Kashmir or lived there for a long time will tell you his/her experience of showing their ID card. Here's an account of my daily life growing up in Kashmir during 90's. The process of proving my identity would start from the moment I left the house for school","NAG"
"#SOSKashmir Throughout India mobs are attacking Kashmiri students verbally abusing them asking for them to be expelled and filing false cases against them. The pretext being given in each case is that they said Pakistan Zindabad - even police is buying into these false claims","CAG"
"Heartening to see hundreds of people opening up their homes for Kashmiri students. People are terrorised scared but there are no casualties as of now. WhatsApp groups are full of hateful content and fake news. Neighbourhoods are tense. Hope we overcome this. #SOSKashmir","NAG"
"Brilliant piece of investigative reportage by Yashraj Sharma who documents step by step how the Dehradun attacks on Kashmiri students were planned and executed over FB & Whatsapp","NAG"
"Yes they are our targets. We have lost three sons from Uttarakhand in the attacks. Kashmiris must leave Dehradun. We are warning them and those who give them shelter. Vikas Verma convenor of the Bajrang Dal in Dehradun said","OAG"
"According to this 12 students beaten up by Bajrang Dal in Uttarakhand. BD does not deny the attack says: ""we will ensure no Kashmiri Muslim studies or stays here"". RW activists allegedly engaged in vandalism forcing their way into the university campus","OAG"
"In the wake of the recent terror attack in south Kashmir where up to 40 CRPF personnel were killed right-wing groups in Dehradun called Kashmiris as traitors and demanded all Kashmiri students to leave the city within 24 hours","OAG"
"Anil Ambani Chairman Of Reliance Communications Writes: Sincere & heartfelt thanks to my respected elder brother Mukesh & Nita for standing by me during these trying timesâ€¦I & my family are grateful & deeply touched with their gesture. #MukeshSavesAnil","NAG"
"#NationalWarMemorial is being dedicated to the Armed Forces by PM today. The event involves Addressing of ESM Rally by PM that starts around 3.30pm and followed by dedication ceremony which starts with arrival of hon'ble PM at the Memorial site at approx 5.45pm. Watch live on DD","NAG"
"#SundayFactCheck Who is more communal -UPA or NDA? Data provided by MHA proves that in UPA-I and II India witnessed more riots- UPA I: 3858 - UPA II: 3621 - NDA: 2920 Highest number of people killed in a single year 167 in 2008 under Cong","CAG"
"India is the only country where Ethnic Cleansing is a Poll Promise. Shame. Shame. Shame. Shame. Shame. Doob maro","OAG"
"Kashmir an integral part of 'Republic of India' and not an autonomous region. Remove #Article370","NAG"
"@Kalaskarvenkat5 Is the BJP finding it difficult to round up support for the appalling Sadhvi Pragya on social media? Most pro Pragya tweets are from 5 follower anonymous bots controlled by a call centre. Come on guys. At least use your five rupee tweeters!","CAG"
"One way of testing the claims of both sides would be for Modiji to fight Rahul in Wayanad. And for Priyanka to fight Modiji in Varanasi","NAG"
"If you were a real person I would say that you are a fool. But I see that you are just a glove puppet created by a control room for my entertainment. So thanks. That was fun! Thwack","OAG"
"Let's say thank you to the Indian Air Force.They successfully took out a terror camp yesterday and repulsed a Pak air attack today. It is only when we see the pictures of Wing Commander Abhinandan in custody that we realise how many risks they take to keep us safe. We owe them","NAG"
"We must get our Wing Commander back but don't forget that 1)We successfully hit a terror camp 2)The Pak jets were chased away by the IAF today before they could retaliate. Let's not swing irrationally from euphoria to anger. We made our point. Now bring the WC home & de-escalate","NAG"
"A great nation retaliates against terrorists. Impotent frustrated little men target other Indians-innocent students Muslims journos women and those with different views-and claim they are taking revenge for a terrorist attack","OAG"
"Jihadi Terrorism scores again. Prime minister of Mali and his entire government resign as Islamist violence surges. 100s die but no Christchurch-like vigils in London Paris Toronto or New York. Think why","CAG"
"Kya bakwaas hai ye. Shastri conspiracy theory film! Agreed you're a propaganda peddler but making a saas-bahu-serial-like dinner table debate and calling it a 'film'? Spare us. Also criminal waste of a bunch of fabulous actors. #TheWhataboutryFiles","OAG"
"What a farce. Is EC sleeping ? Vivek Oberoi's PM Narendra Modi to hit theatres on April 12","CAG"
"#MainBhiChowkidar is the most convenient way to shift accountability to people. I'll explain. ""Everyone who is fighting corruption is a Chowkidaar"" Admitted. We're all fighting corruption. We all want Nirav Modi Choksi Mallya back. But who has the power to bring him back? You Modiji","CAG"
"This. in spite of Karachi Bakery clarifying that we have nothing to do with Pakistan and we are a 100 percent Indian franchise. They should now rename it to Jhandewalan Mishtan bhandar. Jaan to bachi rahegi","CAG"
"Those who R attacking Kashmiri students n shop keepers in different cities of India R helping the anti India forces who tell an average kashmiri that India is your enemy n hates you. Some people R unitentionally providing credibility to those forces by their senseless violence","OAG"
"My friend it is not fair. All my life I have openly opposed triple Talaq and other regressive practices in Muslim community like parda. The Mullas have given fatwa and burned my effigies. After all this I get such messages. Not done","CAG"
"I agree with you. The reformist movement had started in Hindus in the 19th cent n inspite of so much of opposition they made a difference. The Muslim community also needs reformists like Raja Ram Mohan Rai Jyoti Ba Phule and Ambedkar","NAG"
"Bewaqoof jahil go on YouTube and watch my farewell speech in the rajya sabha then apologies to me","OAG"
"ICYMI this is a must read piece by Jyotirmaya Sharmaâ€”There is No 'Hindu Terrorism'. But There is Something Called Sangh Parivar Terrorism","NAG"
"""Bhagat Singh and B K Dutt dropped bombs in the Assembly today in 1929. It was a protest against an institution of oppression and not against any individual. They proclaimed that """"Our sole purpose was 'to make the deaf hear' and to give the heedless a timely warning.""""""","NAG"
"Today we pay rich tributes to martyrs of Jallianwala bagh massacre in 1919. Punjab was going through huge protests against the Rowlatt Act the last straw was the arrest of two popular Congress leaders Drs Saifuddin Kichlu and Satyapal. People gathered in silent protest","NAG"
"Freedom Fighter Maghfoor Ahmad Ajazi Participated In Several Freedom Movements. He Opposed Partition of India And Founded All India Jamhur Muslim League to Counter Jinnah's All India Muslim League","NAG"
"Why no outrage on this BJP Mahila? Just because Mayawati is dalit she can be insulted in any way? We must take action against all those who use dirty language anywhere in Public life or Social Media","OAG"
"Sadhguru Calls Muslim Student a 'Talibani'. LSE Students' Union Terms It 'Islamophobic' https://thewire.in","OAG"
"@irfhabib How can it happen in a party where everything is for ""Bhog"" of one family. Insulting anyone arrogance and exploitation of women is in their blood since time of Nehru? You too would be treated like dog if you do not sing song for ""Namdaar"". First free India from dynasty","OAG"
"Being an atheist and communist if Bhagat Singh was alive today he'd be labelled anti-national by half of our population","CAG"
"Shocking to know that economists like Jean Dreze are a threat to the nation and need to be arrested. I hope sanity prevails soon and he and others are released. He was only busy organizing a meeting on right to food. How can fight against hunger be a crime?","CAG"
"Indian scientific and technological capability building began earnestly by someone derided and held responsible for everything that goes wrong today. Jawaharlal Nehru was passionate about science and scientific temper. So be grateful to what we could achieve in the past 70 years","CAG"
"BJP leader #Yeddyurappa statement claiming party will get 22 seats in Karnataka as a consequence of #BalakotAirStrike is revolting and an absolute insult to #WingCommanderAbhiNandan and the 40 CRPF soldiers martyred in Pulwama. UGH","OAG"
"Those hate-filled jingoists attacking Karachi Bakery outlets have a huge task ahead. They have to deal with many colonies shops and even schools named after Pakistani places. Same nostalgia you may find across the border. This is history. Why mix it with Pulwama tragedy","NAG"
"Why should I give Naukri (jobs) to muslims if they won't vote me in 2019 loksabha ? says BJP MP Maneka gandhi. cc @ECISVEEP","OAG"
"Remember Netaji Bose on his birth anniversary not merely for the INA as the last and final blow to colonialism but more for his plural secular socialist vision. He stood against fanaticism like a rock learnt his early lessons from C R Das. #SubhashChandraBoseJayanti","NAG"
"Indian Science Congress has become a forum for pseudo-science it has lost its way and need to be wound up","OAG"
"Sadhvi Pragya has joined BJP. Terrorism has no religion but it has a political party","OAG"
"Call me a bigot communal fanatic or whatever. But singular reason for BJP's defeat in Jayanagar is the complete consolidation of Muslim vote. Look at the below numbers from Gurappanapalya a Muslim locality. BJP must 'really' become a Hindu party & not just be perceived as one","OAG"
"83 year old Saroja Paati came all alone to cast her #vote at Muslim school in Triplicane south Chennai constituency I asked her as why is she taking so much effort to come & vote She said she doesn't wanna miss d opportunity & will do until she's alive #LokSabhaElection2019","NAG"
"""Vote in favor of Modi if you want to destroy Muslims"" : BJP Leader Ranjeet Bahadur in Barabanki UP. Each and Every day Hindutva Terrorists are talking about Muslim genocide #LokSabhaElection2019 becomes euphemism for Muslims' ethnic cleansing","OAG"
"Name: Tejaswi Surya. He was neither from any Dynasty nor had any Political Backing. This 28 year old youth icon is a lawyer and a former ABVP leader. Yet he got the opportunity to contest from the high profile Bangalore South constituency. This can never happen in Congress","CAG"
"Perhaps the single most well-known act of terrorism in the entire history of India is when Nathuram Godse assassinated Mahatma Gandhi. Anyone who knows anything about Indian history knows that a Hindu shot Gandhi. Modi knows this. Why might he want to gloss over that? Well","CAG"
"I have been speaking about these regressive and unacceptable practices since decades from different plateforms and podiums. During Shah Bano time I used to get death threats from some Muslim fundos. Twice Mumbai police has given me protection for long periods of time. Got it?","OAG"
"What has has given you the delusion that you are the nationalists with out doing any thing for the nation and all others are anti nationals. Who do you think you are. You idiots. You are nothing but the fodder of Sangh parivar's cannons","OAG"
"Rahul Gandhi's new recruit much like him thinks Hinduism is the most VIOLENT religion. What make Congress such a natural choice for all Hindu haters?","OAG"
"I usually don't carry TV debates to social media but making an exception to expose @_YogendraYadav's janus face. Here is a video where he can be seen bragging his Muslim identity to a largely Muslim audience in Muslim dominated Mewat. If this isn't cynical politics then what is?","OAG"
"Islamic groups supporting Rahul in Wayanad have a frightening air about them when it comes to social harmony and national security. They have been accused of the worse forms of anti-Hindu and anti-Christian campaigns writes senior journalist @UdayMahurkar","OAG"
"Every Hindu in Bhopal who respects the sacrifice of our heroes of the 800 years of struggle against foreign sabotage of India and who remembers the Emergency atrocities must line up from morning and vote for Sadhya Pragya","CAG"
"This man just whitewashed the real truth but AndhBhakts will never understand the theory of Hum do Humare Do. As they were born servants and will remain servants of those two industrialists. #HumDoHumareDoKiSarkaar #NoVoteToBJP #VoteforIndia #VoteforCongress","OAG"
"@Manekagandhibjp showed her true communal colors by threatening muslims in #LokSabhaElections2019. She is as vile as a Bisht or Pragya can be. Her recent statement on #ElephantDeath doesnt shock anyone its in her design to be communal n spread hatred","OAG"
"Attention was exactly what these inconsequential polls always wanted and many P@ki$tanis were brain-dead enough to give it to them. PS: I did #VoteForIndia","OAG"
"""Who let the dogs out Woof woof woof woof woof"" Exposing these mentally sick spokespersons is important. They come without preparation Then on getting exposed make personal remarks If it doesn't work start abusing","OAG"
"I really don't understand Y Lok Sabha elections are held in the month of April when it is extremely hot (in the south) & kids have school holidays due to which many families travel abroad! I do feel considering the above Lok Sabha elections should be held in the month of Feb-Mar","NAG"
